gid	n_mu	mid	sids	n_mu_p	fam	fam_size	fam_idx	fam_idx_size	tf	gid_W22	map_type	ttype	impact	eff
Zm00001d049257	4	mu1079604|mu1084828|mu1094844|mu1094845	UFMu-09199|UFMu-10403|UFMu-12011|UFMu-11883	>=3	NA	NA	NA	NA	FALSE	Zm00004b020613	One-to-One	mRNA	no_change	NA
Zm00001d049286	1	mu1056569	UFMu-07182	1	NA	NA	NA	NA	FALSE	Zm00004b020637	One-to-One	mRNA	high	stop_lost
Zm00001d049293	3	mu1041216|mu1056577|mu1073696	UFMu-04497|UFMu-07149|UFMu-04497	>=3	NA	NA	NA	NA	FALSE	Zm00004b020647	One-to-One	mRNA	high	frameshift_variant
Zm00001d049326	1	mu1077425	UFMu-09412	1	NA	NA	NA	NA	FALSE	Zm00004b020676	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d049343	4	mu1014911|mu1077430|mu1081252|mu1083554	UFMu-02199|UFMu-09159|UFMu-09457|UFMu-10201	>=3	NA	NA	NA	NA	FALSE	Zm00004b020694	One-to-One	mRNA	modifier	intron_variant
Zm00001d049346	1	mu1056632	UFMu-07516	1	NA	NA	NA	NA	FALSE	Zm00004b020695	One-to-One	mRNA	low	synonymous_variant
Zm00001d049349	1	mu1091364	UFMu-13295	1	NA	NA	NA	NA	FALSE	Zm00004b020700	One-to-One	mRNA	high	frameshift_variant
Zm00001d049355	1	mu1067363	UFMu-04174,UFMu-08569	1	NA	NA	NA	NA	FALSE	Zm00004b020704	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d049363	1	mu1091365	UFMu-11939	1	NA	NA	NA	NA	FALSE	Zm00004b020712	One-to-One	mRNA	moderate	missense_variant
Zm00001d049369	2	mu1067365|mu1081254	UFMu-08568|UFMu-09474	2	B3	45	43	43/45	TRUE	Zm00004b020715	One-to-One	mRNA	high	start_lost
Zm00001d049371	2	mu1022460|mu1053133	UFMu-02036,UFMu-03741,UFMu-06586|UFMu-06564	2	NA	NA	NA	NA	FALSE	Zm00004b020717	One-to-One	mRNA	modifier	intron_variant
Zm00001d049374	1	mu1091366	UFMu-11659	1	NA	NA	NA	NA	FALSE	Zm00004b020719	One-to-One	mRNA	moderate	missense_variant
Zm00001d049408	1	mu1032155	UFMu-02693	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d049409	1	mu1045215	UFMu-05765	1	NA	NA	NA	NA	FALSE	Zm00004b020743,Zm00004b020746	Many-to-One	mRNA	high	splice_donor_variant
Zm00001d049416	1	mu1017676	UFMu-00910	1	NA	NA	NA	NA	FALSE	Zm00004b020749	One-to-One	mRNA	modifier	intron_variant
Zm00001d049452	4	mu1045218|mu1082455|mu1094879|mu1094880	UFMu-05765|UFMu-09477|UFMu-11396|UFMu-13872	>=3	NA	NA	NA	NA	FALSE	Zm00004b020772	One-to-One	mRNA	low	splice_region_variant
Zm00001d049457	3	mu1002082|mu1002082|mu1002560	UFMu-00059|UFMu-06504|UFMu-00491	>=3	NA	NA	NA	NA	FALSE	Zm00004b020776	One-to-One	mRNA	high	frameshift_variant
Zm00001d049471	1	mu1048245	UFMu-06406	1	NA	NA	NA	NA	FALSE	Zm00004b020784	One-to-One	mRNA	modifier	intron_variant
Zm00001d049479	1	mu1017698	UFMu-01129	1	NA	NA	NA	NA	FALSE	Zm00004b020790	One-to-One	mRNA	moderate	missense_variant
Zm00001d049486	1	mu1033374	UFMu-03292	1	NA	NA	NA	NA	FALSE	Zm00004b020796	One-to-One	mRNA	moderate	missense_variant
Zm00001d049501	1	mu1059889	UFMu-08255	1	NA	NA	NA	NA	FALSE	Zm00004b020808	One-to-One	mRNA	low	synonymous_variant
Zm00001d049507	2	mu1022737|mu1023198	UFMu-07248|UFMu-02402,UFMu-05250	2	NA	NA	NA	NA	FALSE	Zm00004b020812	One-to-Many	mRNA	non-syntenic	missense_variant
Zm00001d049510	1	mu1053143	UFMu-06719	1	NA	NA	NA	NA	FALSE	Zm00004b020816	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d049527	1	mu1060361	UFMu-08007	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d049528	1	mu1048249	UFMu-06347	1	NA	NA	NA	NA	FALSE	Zm00004b020825	One-to-One	mRNA	high	frameshift_variant
Zm00001d049540	1	mu1077450	UFMu-09290	1	NAC	126	111	111/126	TRUE	Zm00004b020836	One-to-One	mRNA	moderate	missense_variant
Zm00001d049548	1	mu1051007	UFMu-05985	1	NA	NA	NA	NA	FALSE	Zm00004b020845	One-to-One	mRNA	high	frameshift_variant
Zm00001d049551	2	mu1009228|mu1081259	UFMu-00444|UFMu-09468	2	NA	NA	NA	NA	FALSE	Zm00004b020847	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d049554	1	mu1045223	UFMu-05692	1	NA	NA	NA	NA	FALSE	Zm00004b020851	One-to-One	mRNA	moderate	missense_variant
Zm00001d049565	1	mu1053147	UFMu-07105	1	NA	NA	NA	NA	FALSE	Zm00004b020863	One-to-One	mRNA	moderate	missense_variant
Zm00001d049573	1	mu1019241	UFMu-00772	1	NA	NA	NA	NA	FALSE	Zm00004b020866	One-to-One	mRNA	moderate	missense_variant
Zm00001d049579	2	mu1017067|mu1043094	UFMu-00589,UFMu-01413,UFMu-01651|UFMu-05291	2	NA	NA	NA	NA	FALSE	Zm00004b020869	One-to-One	mRNA	high	frameshift_variant
Zm00001d049582	1	mu1053150	UFMu-06911	1	NA	NA	NA	NA	FALSE	Zm00004b020872	One-to-One	mRNA	moderate	missense_variant
Zm00001d049597	1	mu1077455	UFMu-09276	1	NA	NA	NA	NA	FALSE	Zm00004b020891	One-to-One	mRNA	low	splice_region_variant
Zm00001d049598	1	mu1033392	UFMu-03301	1	NA	NA	NA	NA	FALSE	Zm00004b020892	One-to-One	mRNA	moderate	missense_variant
Zm00001d049610	1	mu1034304	UFMu-03291	1	NA	NA	NA	NA	FALSE	Zm00004b020905	One-to-One	mRNA	low	splice_region_variant
Zm00001d049619	3	mu1014926|mu1014926|mu1074333	UFMu-00744,UFMu-02300,UFMu-04466,UFMu-05990|UFMu-09539,UFMu-11177,UFMu-12206|UFMu-04061,UFMu-05646,UFMu-09102	>=3	NA	NA	NA	NA	FALSE	Zm00004b020912	One-to-One	mRNA	low	splice_region_variant
Zm00001d049623	2	mu1043092|mu1081262	UFMu-05274|UFMu-09885,UFMu-10046,UFMu-10784,UFMu-11692,UFMu-11931,UFMu-12776,UFMu-12926,UFMu-13743	2	NA	NA	NA	NA	FALSE	Zm00004b020915	One-to-One	mRNA	moderate	missense_variant
Zm00001d049641	1	mu1048256	UFMu-05984	1	NA	NA	NA	NA	FALSE	Zm00004b020935	One-to-One	mRNA	moderate	missense_variant
Zm00001d049642	3	mu1017705|mu1017705|mu1051005	UFMu-04329|UFMu-10537|UFMu-06044	>=3	NA	NA	NA	NA	FALSE	Zm00004b020936	One-to-One	mRNA	moderate	missense_variant
Zm00001d049643	5	mu1009442|mu1035587|mu1041245|mu1053157|mu1072760	UFMu-00104,UFMu-00605|UFMu-03077|UFMu-04513|UFMu-06545|UFMu-03077	>=3	NA	NA	NA	NA	FALSE	Zm00004b020937	One-to-One	mRNA	non-syntenic	frameshift_variant
Zm00001d049660	4	mu1011346|mu1011346|mu1019385|mu1074804	UFMu-04970,UFMu-05789,UFMu-06742,UFMu-08089|UFMu-10519|UFMu-00943|UFMu-00770,UFMu-02056,UFMu-03409,UFMu-03774,UFMu-05789	>=3	NA	NA	NA	NA	FALSE	Zm00004b020955	One-to-One	mRNA	moderate	missense_variant
Zm00001d049672	1	mu1054636	UFMu-06645	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d049693	1	mu1045229	UFMu-05381	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d049698	1	mu1091396	UFMu-11264	1	NA	NA	NA	NA	FALSE	Zm00004b020986	One-to-One	mRNA	low	splice_region_variant
Zm00001d049706	1	mu1086465	UFMu-10895	1	NA	NA	NA	NA	FALSE	Zm00004b020994	One-to-One	mRNA	low	synonymous_variant
Zm00001d049723	1	mu1021429	UFMu-01391	1	NA	NA	NA	NA	FALSE	Zm00004b021010	One-to-One	mRNA	low	splice_region_variant
Zm00001d049724	3	mu1004125|mu1077467|mu1077468	UFMu-00385|UFMu-09242|UFMu-09280	>=3	NA	NA	NA	NA	FALSE	Zm00004b021011	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d049737	6	mu1014940|mu1038710|mu1038711|mu1048261|mu1082456|mu1083570	UFMu-02264,UFMu-06894|UFMu-03865|UFMu-02898|UFMu-06500,UFMu-10418|UFMu-09546|UFMu-10403	>=3	NA	NA	NA	NA	FALSE	Zm00004b021024	One-to-One	mRNA	moderate	missense_variant
Zm00001d049742	1	mu1077471	UFMu-09023	1	NA	NA	NA	NA	FALSE	Zm00004b021028	One-to-Many	mRNA	modifier	intron_variant
Zm00001d049743	1	mu1030482	UFMu-02648	1	NA	NA	NA	NA	FALSE	Zm00004b021028,Zm00004b021029,Zm00004b021030	Many-to-Many,Many-to-One	mRNA	modifier	intron_variant
Zm00001d049744	1	mu1077472	UFMu-09142	1	NA	NA	NA	NA	FALSE	Zm00004b021030	One-to-Many	mRNA	moderate	missense_variant
Zm00001d049750	1	mu1031558	UFMu-02631	1	NA	NA	NA	NA	FALSE	Zm00004b021034	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d049760	2	mu1075511|mu1080242	UFMu-05759|UFMu-00767	2	NA	NA	NA	NA	FALSE	Zm00004b021042	One-to-One	mRNA	modifier	intron_variant
Zm00001d049761	1	mu1074336	UFMu-04207	1	NA	NA	NA	NA	FALSE	Zm00004b021043	One-to-One	mRNA	high	frameshift_variant
Zm00001d049762	1	mu1032233	UFMu-02936	1	NA	NA	NA	NA	FALSE	Zm00004b021044	One-to-One	mRNA	moderate	missense_variant
Zm00001d049768	1	mu1081270	UFMu-09511	1	NA	NA	NA	NA	FALSE	Zm00004b021050	One-to-One	mRNA	no_change	NA
Zm00001d049785	1	mu1048262	UFMu-06266	1	NA	NA	NA	NA	FALSE	Zm00004b021061	One-to-One	mRNA	low	splice_region_variant
Zm00001d049786	1	mu1067385	UFMu-08692	1	NA	NA	NA	NA	FALSE	Zm00004b021062	One-to-One	mRNA	moderate	missense_variant
Zm00001d049789	1	mu1019982	UFMu-00901	1	NA	NA	NA	NA	FALSE	Zm00004b021066	One-to-One	mRNA	non-syntenic	exon_loss_variant
Zm00001d049796	5	mu1014944|mu1019015|mu1019924|mu1048264|mu1091410	UFMu-02425|UFMu-01115|UFMu-00892|UFMu-06509|UFMu-13419,UFMu-13849	>=3	NA	NA	NA	NA	FALSE	Zm00004b021071	One-to-One	mRNA	moderate	missense_variant
Zm00001d049800	2	mu1007963|mu1019417	UFMu-00382|UFMu-01166	2	BBR-BPC	4	4	4/4	TRUE	Zm00004b021074	One-to-One	mRNA	no_change	NA
Zm00001d049805	1	mu1059908	UFMu-08247	1	NA	NA	NA	NA	FALSE	Zm00004b021077	One-to-One	mRNA	moderate	missense_variant
Zm00001d049815	1	mu1081273	UFMu-09430	1	NA	NA	NA	NA	FALSE	Zm00004b021084	One-to-One	mRNA	low	splice_region_variant
Zm00001d049826	2	mu1022394|mu1053177	UFMu-02414,UFMu-06648|UFMu-06648	2	NA	NA	NA	NA	FALSE	Zm00004b021100	One-to-One	mRNA	low	synonymous_variant
Zm00001d049858	1	mu1041251	UFMu-04633	1	NA	NA	NA	NA	FALSE	Zm00004b021129	One-to-One	mRNA	no_change	NA
Zm00001d049873	1	mu1094895	UFMu-13149	1	NA	NA	NA	NA	FALSE	Zm00004b021140	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d049881	2	mu1086473|mu1086474	UFMu-11124|UFMu-11037	2	NA	NA	NA	NA	FALSE	Zm00004b021143	One-to-One	mRNA	moderate	missense_variant
Zm00001d049888	1	mu1041253	UFMu-04349	1	NA	NA	NA	NA	FALSE	Zm00004b021152	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d049892	1	mu1069490	UFMu-08338	1	NA	NA	NA	NA	FALSE	Zm00004b021154	One-to-One	mRNA	no_change	NA
Zm00001d049894	1	mu1021307	UFMu-01809	1	NA	NA	NA	NA	FALSE	Zm00004b021155,Zm00004b021157,Zm00004b021158	Many-to-One	mRNA	moderate	missense_variant
Zm00001d049910	1	mu1072762	UFMu-03313	1	NA	NA	NA	NA	FALSE	Zm00004b021167	One-to-One	mRNA	high	frameshift_variant
Zm00001d049914	1	mu1045240	UFMu-05781	1	NA	NA	NA	NA	FALSE	Zm00004b021173	One-to-One	mRNA	no_change	NA
Zm00001d049922	1	mu1046826	UFMu-05994	1	NA	NA	NA	NA	FALSE	Zm00004b021179	One-to-One	mRNA	low	synonymous_variant
Zm00001d049933	1	mu1077484	UFMu-09058	1	NA	NA	NA	NA	FALSE	Zm00004b021193	One-to-One	mRNA	high	frameshift_variant
Zm00001d049938	2	mu1065326|mu1080243	UFMu-00767|UFMu-00767	2	NA	NA	NA	NA	FALSE	Zm00004b021195	One-to-One	mRNA	moderate	missense_variant
Zm00001d049954	1	mu1023423	UFMu-01863	1	NA	NA	NA	NA	FALSE	Zm00004b021210	One-to-One	mRNA	moderate	missense_variant
Zm00001d049982	1	mu1020095	UFMu-00589	1	NA	NA	NA	NA	FALSE	Zm00004b021229	One-to-One	mRNA	low	synonymous_variant
Zm00001d049986	2	mu1045246|mu1045246	UFMu-05735|UFMu-06492	2	NA	NA	NA	NA	FALSE	Zm00004b021232	One-to-One	mRNA	moderate	missense_variant
Zm00001d049987	1	mu1073977	UFMu-04306	1	NA	NA	NA	NA	FALSE	Zm00004b021233	One-to-One	mRNA	high	start_lost
Zm00001d050000	1	mu1065325	UFMu-01005	1	NA	NA	NA	NA	FALSE	Zm00004b021244	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d050008	1	mu1048287	UFMu-06518	1	NA	NA	NA	NA	FALSE	Zm00004b021245	One-to-One	mRNA	moderate	missense_variant
Zm00001d050017	1	mu1083580	UFMu-10345	1	NA	NA	NA	NA	FALSE	Zm00004b021250	One-to-One	mRNA	modifier	intron_variant
Zm00001d050020	1	mu1059919	UFMu-07773	1	NA	NA	NA	NA	FALSE	Zm00004b021253	One-to-One	mRNA	low	synonymous_variant
Zm00001d050026	1	mu1056673	UFMu-07343	1	NA	NA	NA	NA	FALSE	Zm00004b021259	One-to-One	mRNA	moderate	missense_variant
Zm00001d050032	2	mu1045248|mu1067400	UFMu-05781|UFMu-08330	2	NA	NA	NA	NA	FALSE	Zm00004b021261	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d050047	1	mu1075117	UFMu-05425	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d050051	1	mu1053201	UFMu-06718	1	NA	NA	NA	NA	FALSE	Zm00004b021274	One-to-One	mRNA	non-syntenic	synonymous_variant
Zm00001d050074	1	mu1053203	UFMu-06714	1	NA	NA	NA	NA	FALSE	Zm00004b021286,Zm00004b021287	Many-to-Many,Many-to-One	mRNA	non-syntenic	missense_variant
Zm00001d050085	2	mu1038780|mu1086468	UFMu-02852|UFMu-11016	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d050092	4	mu1007287|mu1017077|mu1029373|mu1045254	UFMu-00133|UFMu-00732|UFMu-02507|UFMu-05381	>=3	NA	NA	NA	NA	FALSE	Zm00004b021297	One-to-One	mRNA	low	synonymous_variant
Zm00001d050095	3	mu1014967|mu1019826|mu1077492	UFMu-00854,UFMu-01029|UFMu-00986|UFMu-09184	>=3	NA	NA	NA	NA	FALSE	Zm00004b021299	One-to-One	mRNA	high	frameshift_variant
Zm00001d050115	2	mu1038738|mu1038738	UFMu-03310|UFMu-11040,UFMu-12290	2	NA	NA	NA	NA	FALSE	Zm00004b021319	One-to-One	mRNA	modifier	intron_variant
Zm00001d050118	1	mu1077497	UFMu-09397	1	NA	NA	NA	NA	FALSE	Zm00004b021321	One-to-One	mRNA	moderate	missense_variant
Zm00001d050122	1	mu1045257	UFMu-05576	1	NA	NA	NA	NA	FALSE	Zm00004b021325	One-to-One	mRNA	modifier	intron_variant
Zm00001d050132	4	mu1067408|mu1069497|mu1086481|mu1091460	UFMu-08674|UFMu-08803|UFMu-10694|UFMu-11213	>=3	NA	NA	NA	NA	FALSE	Zm00004b021330	One-to-One	mRNA	moderate	missense_variant
Zm00001d050133	1	mu1014973	UFMu-01929	1	NA	NA	NA	NA	FALSE	Zm00004b021331	One-to-One	mRNA	non-syntenic	splice_donor_variant
Zm00001d050134	5	mu1045259|mu1045260|mu1059927|mu1081287|mu1083587	UFMu-05693,UFMu-11379,UFMu-11790|UFMu-05650|UFMu-08184|UFMu-09474,UFMu-11251|UFMu-10214,UFMu-12037,UFMu-13137,UFMu-13481	>=3	NA	NA	NA	NA	FALSE	NA	NA	mRNA	moderate	missense_variant
Zm00001d050139	1	mu1091461	UFMu-11277	1	NA	NA	NA	NA	FALSE	Zm00004b021332	One-to-One	mRNA	moderate	missense_variant
Zm00001d050148	2	mu1038742|mu1041262	UFMu-03654|UFMu-04347	2	NA	NA	NA	NA	FALSE	Zm00004b021341	One-to-One	mRNA	no_change	NA
Zm00001d050150	1	mu1077503	UFMu-09290	1	NA	NA	NA	NA	FALSE	Zm00004b021343	One-to-One	mRNA	high	frameshift_variant
Zm00001d050164	1	mu1048295	UFMu-06339	1	NA	NA	NA	NA	FALSE	Zm00004b021354	One-to-One	mRNA	moderate	missense_variant
Zm00001d050173	4	mu1038744|mu1041263|mu1077504|mu1081290	UFMu-03224|UFMu-04712|UFMu-09180|UFMu-09478	>=3	NA	NA	NA	NA	FALSE	Zm00004b021362	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d050174	3	mu1038745|mu1050490|mu1091464	UFMu-03737|UFMu-05984|UFMu-11357	>=3	NA	NA	NA	NA	FALSE	Zm00004b021363	One-to-One	mRNA	low	splice_region_variant
Zm00001d050182	5	mu1009368|mu1021496|mu1021496|mu1043055|mu1048296	UFMu-00396,UFMu-05389,UFMu-07979|UFMu-01801|UFMu-07178|UFMu-04869|UFMu-06272	>=3	NA	NA	NA	NA	FALSE	Zm00004b021373	One-to-One	mRNA	low	synonymous_variant
Zm00001d050184	1	mu1094907	UFMu-11292	1	NA	NA	NA	NA	FALSE	Zm00004b021374	One-to-One	mRNA	no_change	NA
Zm00001d050190	1	mu1056683	UFMu-07430	1	NA	NA	NA	NA	FALSE	Zm00004b021383	One-to-One	mRNA	no_change	NA
Zm00001d050196	1	mu1048302	UFMu-06475	1	NA	NA	NA	NA	FALSE	Zm00004b021390,Zm00004b021391	Many-to-Many,Many-to-One	mRNA	non-syntenic	missense_variant
Zm00001d050202	2	mu1018003|mu1073345	UFMu-00951,UFMu-02490,UFMu-03306,UFMu-05578|UFMu-03264	2	NA	NA	NA	NA	FALSE	Zm00004b021397	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d050214	1	mu1059930	UFMu-07890	1	NA	NA	NA	NA	FALSE	Zm00004b021408	One-to-One	mRNA	moderate	missense_variant
Zm00001d050227	1	mu1017833	UFMu-01137,UFMu-05990	1	NA	NA	NA	NA	FALSE	Zm00004b021419	One-to-One	mRNA	moderate	missense_variant
Zm00001d050231	1	mu1070321	UFMu-02623,UFMu-04492	1	NA	NA	NA	NA	FALSE	Zm00004b021421	One-to-One	mRNA	no_change	NA
Zm00001d050234	1	mu1067418	UFMu-08580	1	NA	NA	NA	NA	FALSE	Zm00004b021422	One-to-One	mRNA	no_change	NA
Zm00001d050241	5	mu1019851|mu1048305|mu1056690|mu1067420|mu1091470	UFMu-01005|UFMu-06409|UFMu-07304|UFMu-08587,UFMu-09007|UFMu-13047	>=3	NA	NA	NA	NA	FALSE	Zm00004b021425	One-to-One	mRNA	moderate	missense_variant
Zm00001d050244	1	mu1045268	UFMu-05837	1	NA	NA	NA	NA	FALSE	Zm00004b021427	One-to-One	mRNA	moderate	missense_variant
Zm00001d050279	4	mu1018716|mu1050988|mu1077508|mu1086486	UFMu-01155|UFMu-06515|UFMu-08931|UFMu-11008	>=3	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d050284	1	mu1018241	UFMu-00895	1	NA	NA	NA	NA	FALSE	Zm00004b021456	One-to-One	mRNA	high	splice_donor_variant
Zm00001d050307	2	mu1033812|mu1045273	UFMu-03192|UFMu-05748	2	NA	NA	NA	NA	FALSE	Zm00004b021473	One-to-One	mRNA	moderate	missense_variant
Zm00001d050310	2	mu1003924|mu1014983	UFMu-00142|UFMu-01382	2	HD-ZIP	60	57	57/60	TRUE	Zm00004b021475	One-to-One	mRNA	moderate	missense_variant
Zm00001d050329	3	mu1031557|mu1069505|mu1074810	UFMu-02967|UFMu-04490,UFMu-08261|UFMu-03723	>=3	NA	NA	NA	NA	FALSE	Zm00004b021489	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d050330	1	mu1059934	UFMu-07754	1	NA	NA	NA	NA	FALSE	Zm00004b021491	One-to-One	mRNA	modifier	intron_variant
Zm00001d050335	3	mu1014988|mu1045276|mu1056699	UFMu-01858|UFMu-05776,UFMu-10588|UFMu-07440	>=3	NA	NA	NA	NA	FALSE	Zm00004b021493	One-to-One	mRNA	no_change	NA
Zm00001d050339	1	mu1050986	UFMu-06161	1	NA	NA	NA	NA	FALSE	Zm00004b021498	One-to-One	mRNA	low	synonymous_variant
Zm00001d050341	1	mu1091473	UFMu-12991	1	NA	NA	NA	NA	FALSE	Zm00004b021502	One-to-One	mRNA	high	frameshift_variant
Zm00001d050359	1	mu1059936	UFMu-08248	1	NA	NA	NA	NA	FALSE	Zm00004b021512	One-to-One	mRNA	modifier	intron_variant
Zm00001d050365	1	mu1031332	UFMu-02932,UFMu-03732	1	NA	NA	NA	NA	FALSE	Zm00004b021513	One-to-One	mRNA	moderate	missense_variant
Zm00001d050368	1	mu1077513	UFMu-09356	1	NA	NA	NA	NA	FALSE	Zm00004b021515	One-to-One	mRNA	moderate	missense_variant
Zm00001d050383	3	mu1019477|mu1045277|mu1056701	UFMu-01121|UFMu-05425|UFMu-07657	>=3	NA	NA	NA	NA	FALSE	Zm00004b021525	One-to-One	mRNA	high	frameshift_variant
Zm00001d050410	1	mu1086491	UFMu-10697	1	NAC	126	117	117/126	TRUE	Zm00004b021545	One-to-One	mRNA	moderate	missense_variant
Zm00001d050436	2	mu1008692|mu1022923	UFMu-00215|UFMu-02338	2	NA	NA	NA	NA	FALSE	Zm00004b021564	One-to-One	mRNA	moderate	missense_variant
Zm00001d050470	1	mu1077523	UFMu-08883	1	NA	NA	NA	NA	FALSE	Zm00004b021594	One-to-One	mRNA	moderate	missense_variant
Zm00001d050475	1	mu1014994	UFMu-02259	1	NA	NA	NA	NA	FALSE	Zm00004b021597	One-to-One	mRNA	low	splice_region_variant
Zm00001d050488	2	mu1056705|mu1079655	UFMu-07649|UFMu-09056	2	NA	NA	NA	NA	FALSE	Zm00004b021609	One-to-Many	mRNA	non-syntenic	missense_variant
Zm00001d050493	2	mu1061887|mu1091485	UFMu-08336,UFMu-11257|UFMu-11939	2	NA	NA	NA	NA	FALSE	Zm00004b021613	One-to-One	mRNA	no_change	NA
Zm00001d050495	3	mu1035654|mu1041845|mu1045950	UFMu-03446,UFMu-13047|UFMu-04782|UFMu-05595	>=3	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	transcript_ablation
Zm00001d050530	3	mu1043046|mu1048322|mu1061888	UFMu-05137|UFMu-06272|UFMu-08336	>=3	NA	NA	NA	NA	FALSE	Zm00004b021649	One-to-One	mRNA	moderate	missense_variant
Zm00001d050535	1	mu1090990	UFMu-11151	1	NA	NA	NA	NA	FALSE	Zm00004b021704	One-to-One	mRNA	no_change	NA
Zm00001d050551	1	mu1075485	UFMu-05618	1	C2H2	132	126	126/132	TRUE	Zm00004b021696	One-to-One	mRNA	moderate	missense_variant
Zm00001d050558	1	mu1047948	UFMu-11172	1	NA	NA	NA	NA	FALSE	Zm00004b021690	One-to-One	mRNA	no_change	NA
Zm00001d050567	1	mu1022149	UFMu-01940,UFMu-03465	1	NA	NA	NA	NA	FALSE	Zm00004b021682	One-to-One	mRNA	low	synonymous_variant
Zm00001d050610	3	mu1038444|mu1038444|mu1056386	UFMu-03830|UFMu-06467|UFMu-07289	>=3	NA	NA	NA	NA	FALSE	Zm00004b021706	One-to-One	mRNA	low	synonymous_variant
Zm00001d050623	1	mu1019990	UFMu-00964	1	NA	NA	NA	NA	FALSE	Zm00004b021716	One-to-One	mRNA	no_change	NA
Zm00001d050642	1	mu1013246	UFMu-02219	1	NA	NA	NA	NA	FALSE	Zm00004b021727	One-to-One	mRNA	moderate	missense_variant
Zm00001d050667	1	mu1075089	UFMu-05560	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	low	synonymous_variant
Zm00001d050689	2	mu1032048|mu1059682	UFMu-02709,UFMu-07903|UFMu-07903	2	NA	NA	NA	NA	FALSE	Zm00004b021763	One-to-One	mRNA	no_change	NA
Zm00001d050708	2	mu1031002|mu1069404	UFMu-02657,UFMu-06804|UFMu-08548	2	NA	NA	NA	NA	FALSE	Zm00004b021778	One-to-One	mRNA	no_change	NA
Zm00001d050712	3	mu1047956|mu1074779|mu1091005	UFMu-06346|UFMu-03723|UFMu-11151	>=3	NA	NA	NA	NA	FALSE	Zm00004b021779	One-to-One	mRNA	no_change	NA
Zm00001d050714	1	mu1067097	UFMu-08621	1	NA	NA	NA	NA	FALSE	Zm00004b021780	One-to-One	mRNA	high	stop_lost
Zm00001d050723	1	mu1043256	UFMu-05113	1	NA	NA	NA	NA	FALSE	Zm00004b021785	One-to-One	mRNA	modifier	intron_variant
Zm00001d050728	1	mu1025819	UFMu-02900	1	NA	NA	NA	NA	FALSE	Zm00004b021790	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d050748	1	mu1038453	UFMu-03675	1	NA	NA	NA	NA	FALSE	Zm00004b021799	One-to-One	mRNA	no_change	NA
Zm00001d050753	2	mu1043255|mu1067099	UFMu-05301|UFMu-08546	2	NA	NA	NA	NA	FALSE	Zm00004b021803	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d050792	1	mu1073956	UFMu-04679	1	NA	NA	NA	NA	FALSE	Zm00004b021829	One-to-One	mRNA	no_change	NA
Zm00001d050800	1	mu1038458	UFMu-03723	1	NA	NA	NA	NA	FALSE	Zm00004b021832	One-to-One	mRNA	modifier	intron_variant
Zm00001d050815	1	mu1008738	UFMu-00576	1	NA	NA	NA	NA	FALSE	Zm00004b021839	One-to-One	mRNA	moderate	missense_variant
Zm00001d050822	1	mu1045342	UFMu-05695	1	NA	NA	NA	NA	FALSE	Zm00004b021841	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d050850	1	mu1077201	UFMu-09028	1	NA	NA	NA	NA	FALSE	Zm00004b021866	One-to-One	mRNA	moderate	missense_variant
Zm00001d050886	1	mu1023052	UFMu-02401	1	NA	NA	NA	NA	FALSE	Zm00004b021895	One-to-One	mRNA	no_change	NA
Zm00001d050905	1	mu1060038	UFMu-07907	1	NA	NA	NA	NA	FALSE	Zm00004b021908	One-to-One	mRNA	low	synonymous_variant
Zm00001d050907	1	mu1067567	UFMu-08584	1	NA	NA	NA	NA	FALSE	Zm00004b021910	One-to-One	mRNA	moderate	missense_variant
Zm00001d050914	1	mu1021253	UFMu-01396	1	NA	NA	NA	NA	FALSE	Zm00004b021917	One-to-One	mRNA	low	synonymous_variant
