mid	sids	gid	etype	eidx
mu1078125	UFMu-08908	Zm00001d035094	intron	4
mu1078127	UFMu-09170	Zm00001d035124	intron	1
mu1078128	UFMu-09106,UFMu-10790,UFMu-11329	Zm00001d035875	intron	1
mu1078129	UFMu-09190	Zm00001d035119	utr5	1
mu1078138	UFMu-09399	Zm00001d035964	utr5	1
mu1078141	UFMu-09143	Zm00001d035990	utr5	1
mu1078142	UFMu-08888	Zm00001d036004	cds	2
mu1078145	UFMu-08891	Zm00001d036048	utr5	1
mu1078146	UFMu-08923	Zm00001d036048	utr5	1
mu1078147	UFMu-09277,UFMu-09481	Zm00001d036079	intron	1
mu1078151	UFMu-09182	Zm00001d028662	intron	10
mu1078154	UFMu-09397	Zm00001d035168	intron	1
mu1078155	UFMu-08866	Zm00001d035169	utr5	1
mu1078156	UFMu-09019	Zm00001d036206	intron	14
mu1078157	UFMu-09023	Zm00001d036230	utr5	1
mu1078160	UFMu-09311	Zm00001d040266	cds	7
mu1078164	UFMu-09371	Zm00001d035186	utr5	1
mu1078165	UFMu-09346	Zm00001d036337	utr3	3
mu1078166	UFMu-09346,UFMu-11159	Zm00001d036337	utr3	3
mu1078167	UFMu-08847	Zm00001d036337	intron	8
mu1078168	UFMu-09400	Zm00001d036337	cds	1
mu1078170	UFMu-08915,UFMu-09450	Zm00001d036345	intron	1
mu1078172	UFMu-09268	Zm00001d036417	intron	2
mu1078176	UFMu-09101	Zm00001d036454	intron	2
mu1078177	UFMu-09139	Zm00001d036455	cds	1
mu1078179	UFMu-09253	Zm00001d036477	intron	1
mu1078181	UFMu-09152	Zm00001d036506	intron	1
mu1078182	UFMu-09400	Zm00001d036531	utr5	1
mu1078184	UFMu-08896	Zm00001d036543	cds	1
mu1078185	UFMu-09264	Zm00001d036547	intron	2
mu1078187	UFMu-09010	Zm00001d036583	intron	10
mu1078188	UFMu-09319	Zm00001d036593	utr5	1
mu1078193	UFMu-09070	Zm00001d036668	utr5	1
mu1078194	UFMu-09410,UFMu-11036,UFMu-11275,UFMu-12285	Zm00001d036669	utr5	1
mu1078195	UFMu-09179	Zm00001d036679	utr5	1
mu1078201	UFMu-09400	Zm00001d036760	utr5	1
mu1078205	UFMu-09211	Zm00001d036777	cds	1
mu1078217	UFMu-08923	Zm00001d020353	utr5	1
mu1078221	UFMu-08873,UFMu-10539	Zm00001d020396	utr5	1
mu1078222	UFMu-09240	Zm00001d020396	utr5	1
mu1078223	UFMu-09143	Zm00001d020414	cds	11
mu1078238	UFMu-09340	Zm00001d020541	utr5	1
mu1078239_2	UFMu-09135,UFMu-10864,UFMu-11423	Zm00001d020544	cds	1
mu1078240	UFMu-09060	Zm00001d020549	utr5	1
mu1078241	UFMu-08931	Zm00001d020595	intron	1
mu1078242	UFMu-09335	Zm00001d020615	utr5	1
mu1078245	UFMu-08896	Zm00001d020664	utr5	1
mu1078250	UFMu-09182	Zm00001d020728	intron	12
mu1078251	UFMu-08993	Zm00001d020760	cds	2
mu1078251	UFMu-08993	Zm00001d020761	cds	1
mu1078254	UFMu-09166	Zm00001d020776	cds	1
mu1078259	UFMu-08847	Zm00001d020862	cds	1
mu1078261	UFMu-08896	Zm00001d020913	cds	1
mu1078264	UFMu-09088	Zm00001d020940	cds	1
mu1078265	UFMu-09182	Zm00001d020947	cds	2
mu1078267	UFMu-09255	Zm00001d020974	utr5	1
mu1078268	UFMu-09326	Zm00001d020974	cds	3
mu1078272	UFMu-09344	Zm00001d021082	cds	1
mu1078275	UFMu-09338	Zm00001d021051	cds	2
mu1078277	UFMu-09304	Zm00001d021036	cds	1
mu1078279	UFMu-09026	Zm00001d021016	intron	1
mu1078280	UFMu-09139	Zm00001d021123	utr5	1
mu1078282	UFMu-09012	Zm00001d021127	utr5	1
mu1078285	UFMu-09088	Zm00001d021181	intron	1
mu1078289	UFMu-09183	Zm00001d021221	utr5	1
mu1078290	UFMu-08923,UFMu-11282	Zm00001d021232	cds	1
mu1078291	UFMu-09357	Zm00001d021246	utr5	1
mu1078292	UFMu-09194	Zm00001d021247	utr3	1
mu1078293	UFMu-09307,UFMu-11067	Zm00001d021248	utr5	1
mu1078294	UFMu-09081	Zm00001d021294	cds	1
mu1078296	UFMu-09019	Zm00001d021303	intron	1
mu1078297	UFMu-09182	Zm00001d021303	cds	1
mu1078298	UFMu-09400	Zm00001d021338	utr5	1
mu1078299	UFMu-09269	Zm00001d021338	utr5	1
mu1078302	UFMu-09252	Zm00001d021363	cds	1
mu1078303	UFMu-08952	Zm00001d021363	utr5	1
mu1078304	UFMu-09143	Zm00001d021370	utr5	1
mu1078305	UFMu-09139,UFMu-13213	Zm00001d021376	cds	1
mu1078307	UFMu-09343	Zm00001d021387	cds	1
mu1078310	UFMu-09142	Zm00001d021448	utr5	1
mu1078313	UFMu-09105	Zm00001d021551	intron	2
mu1078316	UFMu-08856,UFMu-10167,UFMu-12121,UFMu-13303,UFMu-13721	Zm00001d019079	cds	1
mu1078317	UFMu-09399	Zm00001d021569	cds	2
mu1078318	UFMu-09146	Zm00001d021582	utr5	1
mu1078322	UFMu-09304	Zm00001d021667	intron	3
mu1078323	UFMu-09142	Zm00001d021673	utr5	1
mu1078324	UFMu-09368,UFMu-11113	Zm00001d021702	utr3	2
mu1078325	UFMu-09247	Zm00001d021709	utr5	1
mu1078326	UFMu-08883	Zm00001d021724	cds	1
mu1078327	UFMu-09007	Zm00001d021741	utr5	1
mu1078328	UFMu-09139	Zm00001d021741	utr5	2
mu1078330	UFMu-09013,UFMu-12878	Zm00001d021806	utr5	1
mu1078331	UFMu-09021,UFMu-11249	Zm00001d021821	utr5	1
mu1078332	UFMu-09143	Zm00001d021828	utr5	1
mu1078333	UFMu-04094,UFMu-04317,UFMu-05386,UFMu-09292	Zm00001d021836	cds	1
mu1078336	UFMu-09046	Zm00001d021864	cds	1
mu1078336_2	UFMu-09046,UFMu-12083	Zm00001d021867	cds	1
mu1078339	UFMu-09370	Zm00001d021874	intron	1
mu1078340	UFMu-09344	Zm00001d021875	intron	1
mu1078342	UFMu-08993	Zm00001d021877	intron	1
mu1078344	UFMu-09400	Zm00001d021878	utr5	1
mu1078345	UFMu-09143	Zm00001d021893	cds	1
mu1078346	UFMu-09319	Zm00001d021920	cds	2
mu1078347	UFMu-09371	Zm00001d021930	utr5	1
mu1078348	UFMu-09277,UFMu-09481	Zm00001d021932	utr5	1
mu1078353	UFMu-09139	Zm00001d022006	utr5	1
mu1078357	UFMu-09397	Zm00001d022043	cds	1
mu1078358	UFMu-09139	Zm00001d022043	intron	1
mu1078359	UFMu-09244	Zm00001d022051	utr3	1
mu1078360	UFMu-09194	Zm00001d022065	utr5	1
mu1078361	UFMu-08888	Zm00001d022067	utr5	1
mu1078362	UFMu-09023	Zm00001d022075	intron	1
mu1078364	UFMu-09012	Zm00001d022088	utr5	1
mu1078367	UFMu-09214	Zm00001d022139	intron	1
mu1078368	UFMu-09196	Zm00001d022161	utr5	1
mu1078370	UFMu-09264,UFMu-10572	Zm00001d022181	cds	1
mu1078371	UFMu-09217	Zm00001d022190	utr3	1
mu1078372	UFMu-09019	Zm00001d022242	utr5	1
mu1078373	UFMu-09400	Zm00001d022244	utr3	1
mu1078376	UFMu-09183	Zm00001d022253	cds	1
mu1078377	UFMu-09021,UFMu-11249	Zm00001d022263	cds	2
mu1078378	UFMu-09219	Zm00001d022265	cds	1
mu1078380	UFMu-09192	Zm00001d022275	intron	1
mu1078381	UFMu-09266	Zm00001d022275	intron	4
mu1078384	UFMu-09399	Zm00001d022332	utr5	1
mu1078385	UFMu-09139	Zm00001d022337	cds	4
mu1078386	UFMu-09268	Zm00001d022341	utr5	1
mu1078388	UFMu-09410	Zm00001d022369	cds	1
mu1078389	UFMu-09292	Zm00001d022407	intron	1
mu1078391	UFMu-09347	Zm00001d022493	intron	1
mu1078392	UFMu-09141	Zm00001d022493	intron	2
mu1078394	UFMu-09357	Zm00001d022487	intron	1
mu1078395	UFMu-09244	Zm00001d022479	utr5	1
mu1078396	UFMu-09169	Zm00001d022469	cds	18
mu1078397	UFMu-09269	Zm00001d022465	cds	2
mu1078398	UFMu-08988	Zm00001d022442	utr5	1
mu1078399	UFMu-09399	Zm00001d022518	intron	2
mu1078400	UFMu-09283	Zm00001d022518	cds	3
mu1078403	UFMu-09082	Zm00001d022566	cds	1
mu1078404	UFMu-09172	Zm00001d022576	cds	3
mu1078405	UFMu-09179	Zm00001d019124	cds	2
mu1078406	UFMu-09088	Zm00001d022585	intron	1
mu1078407	UFMu-09389	Zm00001d022585	utr5	1
mu1078407	UFMu-09389	Zm00001d022586	utr5	1
mu1078409	UFMu-09143	Zm00001d022600	utr5	1
mu1078410	UFMu-08873	Zm00001d022602	intron	1
mu1078413	UFMu-09139	Zm00001d019139	intron	1
mu1078414	UFMu-08873	Zm00001d018603	intron	8
mu1078415	UFMu-09144	Zm00001d019149	intron	2
mu1078416	UFMu-09033	Zm00001d018660	intron	1
mu1078417	UFMu-08963	Zm00001d019185	intron	1
mu1078418	UFMu-09025	Zm00001d018667	utr5	1
mu1078424	UFMu-08888	Zm00001d019305	utr5	1
mu1078425	UFMu-09158	Zm00001d018703	cds	1
mu1078425_2	UFMu-09158	Zm00001d018705	cds	1
mu1078430	UFMu-09101	Zm00001d019432	utr5	1
mu1078431	UFMu-08953	Zm00001d019472	intron	1
mu1078433	UFMu-09100	Zm00001d019510	utr5	1
mu1078434	UFMu-09357	Zm00001d019547	utr3	1
mu1078436	UFMu-09235	Zm00001d018752	cds	2
mu1078437	UFMu-09283	Zm00001d019596	cds	1
mu1078442	UFMu-08880	Zm00001d018787	utr3	2
mu1078446	UFMu-09401	Zm00001d019699	utr5	1
mu1078447	UFMu-09034	Zm00001d019701	cds	1
mu1078448	UFMu-09139	Zm00001d018792	utr3	2
mu1078449	UFMu-09140	Zm00001d018798	cds	1
mu1078451	UFMu-09321	Zm00001d018595	utr5	1
mu1078467	UFMu-09031	Zm00001d018859	utr5	1
mu1078468	UFMu-09335	Zm00001d018863	utr5	1
mu1078474	UFMu-09049	Zm00001d018894	utr5	1
mu1078475	UFMu-09410	Zm00001d020019	intron	1
mu1078478	UFMu-09170	Zm00001d020036	intron	10
mu1078481	UFMu-09190	Zm00001d020052	utr5	1
mu1078482	UFMu-09150	Zm00001d020057	intron	1
mu1078484	UFMu-09007	Zm00001d020102	intron	1
mu1078485	UFMu-09400	Zm00001d018916	intron	1
mu1078486	UFMu-08896	Zm00001d020117	cds	1
mu1078488	UFMu-09021	Zm00001d020157	intron	1
mu1078489	UFMu-09021	Zm00001d020163	cds	2
mu1078490_3	UFMu-09088	Zm00001d020187	intron	2
mu1078491	UFMu-08988	Zm00001d020204	utr5	1
mu1078494	UFMu-09013	Zm00001d020225	intron	1
mu1078496	UFMu-09182	Zm00001d018609	intron	1
mu1078497	UFMu-09056	Zm00001d018609	cds	3
mu1078500	UFMu-09264	Zm00001d010157	intron	2
mu1078501	UFMu-09032	Zm00001d010199	cds	1
mu1078503	UFMu-09397	Zm00001d010214	intron	1
mu1078507	UFMu-09348	Zm00001d010255	utr3	1
mu1078508_4	UFMu-09345	Zm00001d010281	intron	8
mu1078511	UFMu-09023	Zm00001d010313	cds	6
mu1078515	UFMu-09139	Zm00001d010395	intron	1
mu1078516	UFMu-09051	Zm00001d010420	cds	1
mu1078516	UFMu-09051	Zm00001d010421	cds	1
mu1078519	UFMu-09182	Zm00001d010456	intron	6
mu1078520	UFMu-09025,UFMu-10816	Zm00001d010466	cds	2
mu1078521	UFMu-09034	Zm00001d010478	intron	1
mu1078522	UFMu-08977	Zm00001d010489	utr5	1
mu1078523	UFMu-09111	Zm00001d010489	utr5	1
mu1078524	UFMu-09069	Zm00001d010491	utr5	1
mu1078527	UFMu-09214	Zm00001d008535	intron	3
mu1078528	UFMu-08907	Zm00001d010576	intron	1
mu1078531	UFMu-09094	Zm00001d010630	utr5	1
mu1078535	UFMu-08873	Zm00001d010653	cds	1
mu1078536	UFMu-09179	Zm00001d010678	intron	2
mu1078537	UFMu-09214	Zm00001d010710	utr5	1
mu1078538	UFMu-09296	Zm00001d010728	intron	1
mu1078540	UFMu-09399	Zm00001d010751	cds	1
mu1078542	UFMu-09198	Zm00001d010753	cds	2
mu1078543	UFMu-09139	Zm00001d010811	intron	4
mu1078544	UFMu-08886	Zm00001d010816	utr3	1
mu1078546	UFMu-09255	Zm00001d010838	cds	1
mu1078550	UFMu-09152	Zm00001d010914	cds	1
mu1078551	UFMu-09182	Zm00001d010956	cds	1
mu1078552	UFMu-09264,UFMu-10572	Zm00001d010965	cds	4
mu1078553	UFMu-09010	Zm00001d010975	cds	2
mu1078557	UFMu-08924	Zm00001d011066	utr5	1
mu1078561	UFMu-09393	Zm00001d011095	utr5	1
mu1078563	UFMu-09398	Zm00001d011102	utr5	1
mu1078565	UFMu-09399	Zm00001d011108	cds	1
mu1078567	UFMu-09139	Zm00001d049768	intron	3
mu1078569	UFMu-08905	Zm00001d011135	intron	2
mu1078570	UFMu-09088	Zm00001d011140	cds	9
mu1078571	UFMu-09187	Zm00001d008599	utr5	1
mu1078572	UFMu-09026	Zm00001d011168	intron	7
mu1078573	UFMu-09364	Zm00001d011174	utr5	1
mu1078575	UFMu-08896	Zm00001d011187	cds	1
mu1078576	UFMu-09144	Zm00001d011199	utr5	1
mu1078577	UFMu-09021	Zm00001d011204	utr5	1
mu1078579	UFMu-09240	Zm00001d011241	utr5	1
mu1078580	UFMu-09240	Zm00001d011348	utr5	1
mu1078582	UFMu-09029	Zm00001d011355	cds	2
mu1078583	UFMu-09369	Zm00001d011363	intron	1
mu1078586	UFMu-08925	Zm00001d011421	intron	5
mu1078587	UFMu-08920	Zm00001d011427	utr5	1
mu1078588	UFMu-09349	Zm00001d011471	intron	1
mu1078591	UFMu-09283	Zm00001d011525	intron	1
mu1078596	UFMu-09346	Zm00001d011579	utr5	1
mu1078602	UFMu-09270	Zm00001d011684	intron	2
mu1078603	UFMu-09292	Zm00001d011691	intron	1
mu1078604	UFMu-09276	Zm00001d011700	utr5	1
mu1078605	UFMu-09010	Zm00001d011712	cds	7
mu1078606	UFMu-09262	Zm00001d011717	utr5	1
mu1078611	UFMu-08995	Zm00001d011771	utr5	1
mu1078613	UFMu-09060	Zm00001d011796	cds	1
mu1078614	UFMu-09405	Zm00001d011802	utr5	1
mu1078615	UFMu-09019	Zm00001d011821	utr5	1
mu1078616	UFMu-09239	Zm00001d011830	cds	3
mu1078617	UFMu-08883	Zm00001d011830	intron	7
mu1078621	UFMu-09260,UFMu-10552	Zm00001d011855	cds	11
mu1078622	UFMu-09307	Zm00001d011855	intron	10
mu1078623	UFMu-09049	Zm00001d011855	intron	10
mu1078626	UFMu-09139	Zm00001d011885	utr5	1
mu1078628	UFMu-09142	Zm00001d011900	intron	1
mu1078630	UFMu-09290	Zm00001d011901	utr3	2
mu1078632	UFMu-09400	Zm00001d011912	cds	4
mu1078634	UFMu-09400	Zm00001d011941	utr5	1
mu1078636	UFMu-09051	Zm00001d011953	cds	4
mu1078638	UFMu-09143	Zm00001d011965	intron	1
mu1078643	UFMu-09242	Zm00001d003860	intron	1
mu1078643_2	UFMu-09242	Zm00001d012070	utr5	1
mu1078644	UFMu-09049	Zm00001d012070	utr5	1
mu1078646	UFMu-09277	Zm00001d012098	intron	1
mu1078647	UFMu-08925	Zm00001d012119	utr5	1
mu1078648	UFMu-09400	Zm00001d012119	cds	4
mu1078649	UFMu-09400	Zm00001d012137	intron	2
mu1078650	UFMu-09304	Zm00001d012158	utr5	1
mu1078651	UFMu-09212	Zm00001d012178	utr5	1
mu1078652	UFMu-09019	Zm00001d012178	cds	1
mu1078653	UFMu-09304	Zm00001d012211	utr5	1
mu1078654	UFMu-09170	Zm00001d017513	cds	1
mu1078655	UFMu-09343	Zm00001d012219	cds	1
mu1078656	UFMu-09400	Zm00001d012221	cds	1
mu1078657	UFMu-08907	Zm00001d012226	intron	2
mu1078658	UFMu-09315	Zm00001d012228	intron	1
mu1078659	UFMu-08891	Zm00001d012233	cds	1
mu1078660	UFMu-08993	Zm00001d012237	utr5	1
mu1078662	UFMu-09053	Zm00001d012247	cds	1
mu1078664	UFMu-09239	Zm00001d012263	utr5	1
mu1078666	UFMu-09146	Zm00001d012302	cds	1
mu1078670	UFMu-09016	Zm00001d012398	cds	1
mu1078672	UFMu-09239	Zm00001d012401	intron	3
mu1078673	UFMu-09055	Zm00001d008700	intron	1
mu1078679	UFMu-09379	Zm00001d012450	intron	1
mu1078681	UFMu-09143	Zm00001d012457	cds	1
mu1078682	UFMu-09400,UFMu-10603	Zm00001d012504	utr5	1
mu1078684	UFMu-09047	Zm00001d008716	utr5	1
mu1078688	UFMu-09143	Zm00001d012560	utr5	1
mu1078689	UFMu-09344	Zm00001d012568	intron	1
mu1078691	UFMu-09262	Zm00001d012635	utr5	1
mu1078694	UFMu-09400	Zm00001d012652	utr5	1
mu1078695	UFMu-09354	Zm00001d012654	intron	2
mu1078696	UFMu-09399	Zm00001d012656	utr5	1
mu1078698	UFMu-09044	Zm00001d012659	utr5	1
mu1078700	UFMu-09025,UFMu-10816	Zm00001d012667	utr3	1
mu1078701	UFMu-09008	Zm00001d012672	utr5	1
mu1078702	UFMu-09238	Zm00001d008724	utr5	2
mu1078703	UFMu-09142	Zm00001d012672	utr3	1
mu1078705	UFMu-08950	Zm00001d012728	utr5	1
mu1078707_2	UFMu-09347	Zm00001d012743	cds	5
mu1078708	UFMu-08977	Zm00001d012748	utr5	1
mu1078709	UFMu-09400	Zm00001d008226	cds	1
mu1078710	UFMu-09344	Zm00001d012765	cds	1
mu1078712	UFMu-09252	Zm00001d012768	cds	1
mu1078714	UFMu-09400	Zm00001d008759	utr5	1
mu1078715	UFMu-08896	Zm00001d008772	intron	1
mu1078718	UFMu-09082	Zm00001d008782	cds	1
mu1078719	UFMu-09239	Zm00001d008782	utr5	2
mu1078721	UFMu-08896	Zm00001d008799	cds	1
mu1078722	UFMu-08880	Zm00001d008808	utr5	1
mu1078724	UFMu-08954,UFMu-10037,UFMu-11939,UFMu-12410,UFMu-12997	Zm00001d008903	cds	1
mu1078725	UFMu-08890	Zm00001d008907	utr5	1
mu1078726	UFMu-09049	Zm00001d008929	cds	2
mu1078728	UFMu-09319	Zm00001d008954	utr5	1
mu1078731	UFMu-09232	Zm00001d009005	utr5	1
mu1078732	UFMu-09023	Zm00001d009005	utr5	1
mu1078733	UFMu-08896	Zm00001d009007	utr5	1
mu1078734	UFMu-09404	Zm00001d009029	cds	1
mu1078738	UFMu-09220	Zm00001d009134	cds	1
mu1078746	UFMu-09143	Zm00001d009181	intron	3
mu1078747	UFMu-08973	Zm00001d009196	utr5	1
mu1078748	UFMu-08911	Zm00001d009226	cds	1
mu1078749	UFMu-09243	Zm00001d009271	utr5	1
mu1078752	UFMu-08910	Zm00001d009317	intron	4
mu1078754	UFMu-08950	Zm00001d009336	utr5	1
mu1078756	UFMu-09139	Zm00001d008189	cds	1
mu1078757	UFMu-08924	Zm00001d009403	cds	1
mu1078759	UFMu-09281	Zm00001d009413	intron	1
mu1078760	UFMu-09398	Zm00001d009426	cds	1
mu1078763	UFMu-09368	Zm00001d009449	cds	1
mu1078764	UFMu-08955,UFMu-11878	Zm00001d009447	cds	11
mu1078765	UFMu-09239	Zm00001d008380	intron	1
mu1078766	UFMu-09400	Zm00001d009517	intron	3
mu1078767	UFMu-08873	Zm00001d009520	intron	1
mu1078768	UFMu-09139	Zm00001d009562	cds	2
mu1078769	UFMu-09054,UFMu-11019	Zm00001d009596	utr5	1
mu1078771	UFMu-08888	Zm00001d009613	utr5	1
mu1078773	UFMu-08907	Zm00001d009631	intron	2
mu1078774	UFMu-09014	Zm00001d009631	utr5	1
mu1078775	UFMu-09034	Zm00001d009652	cds	2
mu1078779	UFMu-08910	Zm00001d031159	intron	1
mu1078779_2	UFMu-08910	Zm00001d009745	intron	13
mu1078781	UFMu-09411	Zm00001d009797	cds	2
mu1078783	UFMu-09139	Zm00001d009824	intron	2
mu1078785	UFMu-09400	Zm00001d009868	cds	1
mu1078786	UFMu-09333,UFMu-10015,UFMu-11776,UFMu-12333,UFMu-12968	Zm00001d009890	cds	1
mu1078790	UFMu-08910	Zm00001d009930	intron	6
mu1078791	UFMu-09365	Zm00001d009930	cds	1
mu1078793	UFMu-09010	Zm00001d008455	utr5	1
mu1078794	UFMu-09013	Zm00001d008455	utr5	1
mu1078799	UFMu-09313	Zm00001d009990	utr5	1
mu1078800	UFMu-08886	Zm00001d010012	cds	1
mu1078801	UFMu-09182	Zm00001d010048	utr5	1
mu1078804	UFMu-09239	Zm00001d010152	intron	2
mu1078805	UFMu-09034	Zm00001d010152	intron	1
mu1078805_2	UFMu-09034	Zm00001d010162	intron	1
mu1078808	UFMu-09247	Zm00001d046751	intron	4
mu1078809	UFMu-09035	Zm00001d044995	cds	3
mu1078810	UFMu-09026,UFMu-10914	Zm00001d046761	cds	1
mu1078811	UFMu-08940	Zm00001d046827	intron	2
mu1078812	UFMu-09063	Zm00001d046835	utr5	1
mu1078816	UFMu-09034	Zm00001d046915	cds	1
mu1078817	UFMu-09400	Zm00001d046915	cds	1
mu1078821	UFMu-09139	Zm00001d046925	intron	1
mu1078823	UFMu-09258	Zm00001d046968	cds	1
mu1078824	UFMu-09028	Zm00001d046974	utr5	1
mu1078829	UFMu-08917	Zm00001d047017	cds	1
mu1078831	UFMu-09177	Zm00001d045027	cds	1
mu1078834	UFMu-09026	Zm00001d000039	cds	1
mu1078835	UFMu-09389	Zm00001d000178	utr5	1
mu1078838	UFMu-09199	Zm00001d047103	intron	1
mu1078842	UFMu-09287	Zm00001d047130	cds	1
mu1078844	UFMu-08999	Zm00001d045056	utr3	1
mu1078847	UFMu-09268	Zm00001d047214	cds	1
mu1078848	UFMu-09270	Zm00001d047236	intron	1
mu1078849	UFMu-09139	Zm00001d047242	utr5	1
mu1078850	UFMu-09278	Zm00001d047247	cds	1
mu1078854	UFMu-09057	Zm00001d047289	intron	1
mu1078857	UFMu-08846	Zm00001d047340	cds	1
mu1078858	UFMu-09294	Zm00001d047366	cds	1
mu1078859	UFMu-08992	Zm00001d047367	cds	1
mu1078861	UFMu-09283	Zm00001d000391	utr5	1
mu1078863	UFMu-09307	Zm00001d047385	utr5	1
mu1078866	UFMu-09290	Zm00001d047403	cds	1
mu1078868	UFMu-09034	Zm00001d047427	cds	1
mu1078869	UFMu-09266	Zm00001d047435	utr5	1
mu1078870	UFMu-09056	Zm00001d045098	intron	1
mu1078871	UFMu-09199	Zm00001d045098	utr5	1
mu1078872	UFMu-09139	Zm00001d045097	utr5	1
mu1078874	UFMu-09287	Zm00001d047463	utr5	1
mu1078875	UFMu-09101	Zm00001d047465	cds	1
mu1078876	UFMu-09239	Zm00001d047465	cds	1
mu1078877	UFMu-09409	Zm00001d045094	cds	1
mu1078880	UFMu-08902	Zm00001d045106	utr5	1
mu1078881	UFMu-09058	Zm00001d047492	utr3	1
mu1078882	UFMu-09346	Zm00001d047494	intron	23
mu1078883	UFMu-09139	Zm00001d047517	utr5	1
mu1078886	UFMu-09400	Zm00001d047537	utr5	1
mu1078887	UFMu-09270	Zm00001d047539	intron	1
mu1078888	UFMu-09010	Zm00001d047555	intron	3
mu1078889	UFMu-09356	Zm00001d047560	cds	1
mu1078891	UFMu-09182	Zm00001d047570	cds	1
mu1078893	UFMu-09270	Zm00001d047579	utr3	1
mu1078894	UFMu-09307,UFMu-11067	Zm00001d047592	utr5	1
mu1078895	UFMu-09153	Zm00001d047601	cds	7
mu1078897	UFMu-08968	Zm00001d045111	cds	1
mu1078900	UFMu-09214	Zm00001d047662	intron	2
mu1078901	UFMu-09175	Zm00001d047667	intron	1
mu1078902	UFMu-09088	Zm00001d047673	cds	3
mu1078904	UFMu-09095,UFMu-09537,UFMu-11337	Zm00001d047677	cds	1
mu1078905	UFMu-09217	Zm00001d047677	cds	2
mu1078907	UFMu-09376	Zm00001d047699	intron	4
mu1078909	UFMu-09172	Zm00001d047708	utr3	1
mu1078913	UFMu-08922	Zm00001d047746	utr5	1
mu1078915	UFMu-09368	Zm00001d047757	utr5	1
mu1078916	UFMu-09034	Zm00001d047757	utr5	1
mu1078918	UFMu-08910	Zm00001d046456	intron	2
mu1078922	UFMu-09007	Zm00001d047806	utr5	1
mu1078926	UFMu-08912	Zm00001d047847	utr5	1
mu1078930	UFMu-09142	Zm00001d047894	utr5	1
mu1078932	UFMu-08872	Zm00001d047918	cds	1
mu1078933	UFMu-09088	Zm00001d045136	utr5	1
mu1078934	UFMu-09287	Zm00001d047962	cds	1
mu1078935	UFMu-09088	Zm00001d044748	intron	1
mu1078938	UFMu-09021	Zm00001d048025	utr5	1
mu1078939_2	UFMu-09139	Zm00001d016519	utr5	1
mu1078939_3	UFMu-09139	Zm00001d009539	intron	1
mu1078939_4	UFMu-09139	Zm00001d048031	intron	1
mu1078940	UFMu-09188,UFMu-10126,UFMu-12125,UFMu-12485	Zm00001d048049	utr5	1
mu1078941_2	UFMu-09140,UFMu-11213	Zm00001d048089	utr5	1
mu1078942	UFMu-09066	Zm00001d048095	intron	47
mu1078945	UFMu-08886	Zm00001d028022	intron	7
mu1078948	UFMu-08587,UFMu-09023,UFMu-09717,UFMu-10508,UFMu-11271	Zm00001d048143	intron	3
mu1078949	UFMu-08904	Zm00001d048146	cds	2
mu1078950	UFMu-09222	Zm00001d048147	utr5	2
mu1078951	UFMu-09222	Zm00001d048149	cds	2
mu1078954	UFMu-09217	Zm00001d045154	cds	12
mu1078959	UFMu-09400	Zm00001d048243	utr3	3
mu1078960	UFMu-09022	Zm00001d048246	cds	2
mu1078961	UFMu-09260,UFMu-10953	Zm00001d048258	intron	1
mu1078964	UFMu-09343	Zm00001d048320	cds	1
mu1078965	UFMu-09012	Zm00001d048336	utr5	1
mu1078966	UFMu-09297	Zm00001d048338	intron	12
mu1078967	UFMu-09399,UFMu-11814	Zm00001d048356	cds	1
mu1078971	UFMu-09279	Zm00001d027222	intron	1
mu1078971	UFMu-09279	Zm00001d048400	utr5	1
mu1078974	UFMu-08952,UFMu-09896,UFMu-10784,UFMu-11721,UFMu-12332	Zm00001d048428	intron	1
mu1078976	UFMu-09158	Zm00001d048434	utr5	3
mu1078977	UFMu-09349	Zm00001d048463	cds	1
mu1078981	UFMu-09139	Zm00001d048510	cds	1
mu1078982	UFMu-09394	Zm00001d048514	cds	13
mu1078983_2	UFMu-09144	Zm00001d048540	cds	1
mu1078984	UFMu-09139	Zm00001d048544	cds	1
mu1078985	UFMu-09266,UFMu-11270	Zm00001d048552	cds	1
mu1078988	UFMu-09409	Zm00001d048577	utr5	1
mu1078989	UFMu-08910	Zm00001d048577	intron	2
mu1078993	UFMu-09242	Zm00001d045215	utr5	1
mu1078994	UFMu-09111	Zm00001d045218	intron	1
mu1078996	UFMu-08908	Zm00001d045251	intron	1
mu1078997	UFMu-09082	Zm00001d045258	cds	1
mu1078998	UFMu-09343	Zm00001d045269	cds	1
mu1078999	UFMu-09182	Zm00001d045297	intron	1
mu1079005	UFMu-08924	Zm00001d045398	utr5	1
mu1079009	UFMu-09297,UFMu-09436	Zm00001d045431	intron	1
mu1079014	UFMu-08991	Zm00001d045487	utr5	1
mu1079015	UFMu-09101	Zm00001d045495	intron	4
mu1079017	UFMu-09262	Zm00001d045505	utr5	1
mu1079018	UFMu-08901,UFMu-10670	Zm00001d045505	cds	2
mu1079019	UFMu-09139	Zm00001d045529	utr5	1
mu1079020	UFMu-08896	Zm00001d045529	intron	1
mu1079021	UFMu-09246	Zm00001d045551	intron	1
mu1079023	UFMu-09160	Zm00001d045557	utr5	1
mu1079024	UFMu-09292	Zm00001d045574	cds	2
mu1079024_2	UFMu-09292	Zm00001d045574	intron	10
